Name,Titel,Position,Organisation,Fachgebiet,Expertise,Email,LinkedIn,Twitter,Website,Standort,Tags,Letzte Aktualisierung
Prof. Dr. Julia Weber,Professor für KI und ML,,,,Robotics; Reinforcement Learning; Natural Language Processing,,,,,,,
PD Dr. Anna Koch,Senior AI Researcher,,,,Machine Learning; Explainable AI; Deep Learning,,,,,,,
Dr. Michael Schulz,Senior AI Researcher,,,,Computer Vision; Machine Learning; AI Ethics,,,,,,,
Prof. Maria Schmidt,Professor für KI und ML,,,,Natural Language Processing; Computer Vision; Deep Learning,,,,,,,
Dr. Sophie Schmidt,Senior AI Researcher,,,,Neural Networks; AI Ethics; Quantum AI,,,,,,,
Prof. Alexander Fischer,Professor für KI und ML,,,,Robotics; AI Ethics; Reinforcement Learning,,,,,,,
Prof. Alexander Meyer,Professor für KI und ML,,,,Neural Networks; Machine Learning; Natural Language Processing,,,,,,,
Prof. Anna Becker,Professor für KI und ML,,,,Quantum AI; AI Ethics; Machine Learning,,,,,,,
PD Dr. Michael Fischer,Senior AI Researcher,,,,Machine Learning; AI Ethics; Natural Language Processing,,,,,,,
Prof. Dr. Anna Hoffmann,Professor für KI und ML,,,,Computer Vision; Neural Networks; Quantum AI,,,,,,,
Prof. Christian Weber,Professor für KI und ML,,,,Natural Language Processing; Reinforcement Learning; Quantum AI,,,,,,,
Dr. Thomas Meyer,Senior AI Researcher,,,,Computer Vision; AI Ethics; Natural Language Processing,,,,,,,
Prof. Christian Becker,Professor für KI und ML,,,,Natural Language Processing; Robotics; Neural Networks,,,,,,,
Dr. Martin Becker,Senior AI Researcher,,,,Explainable AI; Natural Language Processing; Quantum AI,,,,,,,
PD Dr. Anna Koch,Senior AI Researcher,,,,Explainable AI; Computer Vision; Natural Language Processing,,,,,,,
Prof. Laura Becker,Professor für KI und ML,,,,Neural Networks; Computer Vision; Natural Language Processing,,,,,,,
Prof. Martin Weber,Professor für KI und ML,,,,Natural Language Processing; Deep Learning; Reinforcement Learning,,,,,,,
Prof. Dr. Julia Weber,Professor für KI und ML,,,,Natural Language Processing; Deep Learning; Neural Networks,,,,,,,
Prof. Alexander Koch,Professor für KI und ML,,,,Computer Vision; Machine Learning; Deep Learning,,,,,,,
Prof. Sophie Becker,Professor für KI und ML,,,,Neural Networks; Robotics; Quantum AI,,,,,,,
Dr. Sophie Hoffmann,Senior AI Researcher,,,,AI Ethics; Machine Learning; Explainable AI,,,,,,,
Dr. Michael Becker,Senior AI Researcher,,,,Reinforcement Learning; Computer Vision; Quantum AI,,,,,,,
Dr. Anna Weber,Senior AI Researcher,,,,Quantum AI; Robotics; AI Ethics,,,,,,,
Prof. Dr. Christian Koch,Professor für KI und ML,,,,Explainable AI; Deep Learning; AI Ethics,,,,,,,
Dr. Julia Hoffmann,Senior AI Researcher,,,,Neural Networks; Computer Vision; Natural Language Processing,,,,,,,
PD Dr. Julia Fischer,Senior AI Researcher,,,,AI Ethics; Computer Vision; Natural Language Processing,,,,,,,
Prof. Christian Hoffmann,Professor für KI und ML,,,,AI Ethics; Reinforcement Learning; Computer Vision,,,,,,,
PD Dr. Martin Müller,Senior AI Researcher,,,,Machine Learning; Computer Vision; Reinforcement Learning,,,,,,,
Dr. Alexander Weber,Senior AI Researcher,,,,Computer Vision; Neural Networks; AI Ethics,,,,,,,
Prof. Dr. Martin Weber,Professor für KI und ML,,,,Robotics; Quantum AI; Machine Learning,,,,,,,
Prof. Dr. Alexander Becker,Professor für KI und ML,,,,Explainable AI; Machine Learning; Neural Networks,,,,,,,
Prof. Dr. Julia Weber,Professor für KI und ML,,,,Computer Vision; Robotics; Deep Learning,,,,,,,
Prof. Alexander Koch,Professor für KI und ML,,,,Neural Networks; Machine Learning; Deep Learning,,,,,,,
Prof. Sophie Müller,Professor für KI und ML,,,,Machine Learning; Computer Vision; Reinforcement Learning,,,,,,,
Prof. Michael Schulz,Professor für KI und ML,,,,Explainable AI; Robotics; AI Ethics,,,,,,,
Dr. Maria Weber,Senior AI Researcher,,,,Natural Language Processing; Computer Vision; Reinforcement Learning,,,,,,,
Prof. Dr. Martin Meyer,Professor für KI und ML,,,,Computer Vision; Natural Language Processing; Deep Learning,,,,,,,
PD Dr. Martin Meyer,Senior AI Researcher,,,,Reinforcement Learning; Neural Networks; Quantum AI,,,,,,,
Prof. Sophie Schulz,Professor für KI und ML,,,,Robotics; Explainable AI; Computer Vision,,,,,,,
PD Dr. Alexander Hoffmann,Senior AI Researcher,,,,Reinforcement Learning; Natural Language Processing; Computer Vision,,,,,,,
Prof. Sophie Becker,Professor für KI und ML,,,,Neural Networks; Quantum AI; Explainable AI,,,,,,,
PD Dr. Thomas Meyer,Senior AI Researcher,,,,Reinforcement Learning; Natural Language Processing; AI Ethics,,,,,,,
Dr. Martin Koch,Senior AI Researcher,,,,Quantum AI; Machine Learning; Deep Learning,,,,,,,
PD Dr. Alexander Schulz,Senior AI Researcher,,,,Neural Networks; Machine Learning; AI Ethics,,,,,,,
Prof. Maria Schmidt,Professor für KI und ML,,,,Computer Vision; AI Ethics; Machine Learning,,,,,,,
Dr. Thomas Fischer,Senior AI Researcher,,,,Deep Learning; Robotics; Machine Learning,,,,,,,
Prof. Dr. Alexander Schmidt,Professor für KI und ML,,,,Machine Learning; Explainable AI; Computer Vision,,,,,,,
PD Dr. Michael Schmidt,Senior AI Researcher,,,,Computer Vision; Neural Networks; AI Ethics,,,,,,,
Prof. Dr. Julia Fischer,Professor für KI und ML,,,,AI Ethics; Machine Learning; Deep Learning,,,,,,,
Prof. Dr. Thomas Schmidt,Professor für KI und ML,,,,AI Ethics; Neural Networks; Robotics,,,,,,,
Prof. Dr. Maria Müller,Professor für KI und ML,,,,Machine Learning; Deep Learning; Explainable AI,,,,,,,
Prof. Anna Hoffmann,Professor für KI und ML,,,,Deep Learning; Reinforcement Learning; Natural Language Processing,,,,,,,
Prof. Laura Schulz,Professor für KI und ML,,,,Deep Learning; Machine Learning; Computer Vision,,,,,,,
Prof. Dr. Julia Hoffmann,Professor für KI und ML,,,,Neural Networks; Reinforcement Learning; AI Ethics,,,,,,,
Dr. Thomas Meyer,Senior AI Researcher,,,,AI Ethics; Deep Learning; Neural Networks,,,,,,,
PD Dr. Michael Müller,Senior AI Researcher,,,,Computer Vision; Neural Networks; Quantum AI,,,,,,,
Prof. Alexander Koch,Professor für KI und ML,,,,AI Ethics; Neural Networks; Computer Vision,,,,,,,
Prof. Thomas Meyer,Professor für KI und ML,,,,Computer Vision; AI Ethics; Machine Learning,,,,,,,
PD Dr. Laura Schulz,Senior AI Researcher,,,,Robotics; Deep Learning; Reinforcement Learning,,,,,,,
Prof. Dr. Alexander Schulz,Professor für KI und ML,,,,Robotics; Reinforcement Learning; Natural Language Processing,,,,,,,
Prof. Alexander Wagner,Professor für KI und ML,,,,Machine Learning; AI Ethics; Deep Learning,,,,,,,
Prof. Dr. Maria Becker,Professor für KI und ML,,,,Robotics; AI Ethics; Computer Vision,,,,,,,
PD Dr. Christian Müller,Senior AI Researcher,,,,Reinforcement Learning; Explainable AI; Deep Learning,,,,,,,
Prof. Martin Hoffmann,Professor für KI und ML,,,,Reinforcement Learning; Neural Networks; Computer Vision,,,,,,,
Prof. Dr. Christian Becker,Professor für KI und ML,,,,Computer Vision; Explainable AI; Robotics,,,,,,,
Prof. Dr. Alena Buyx,Prof. Dr.,"Vorsitzende, Direktorin des Instituts für Geschichte und Ethik der Medizin (IGEM)",,,Medizinethik; Bioethik; Gesundheitstechnologien; Digitale Medizin; KI in der Medizin,,,,,,Medizinethik; Bioethik; Gesundheitstechnologien; Ethikrat; TUM,
Fabian Reichwald,,,,,KI und Nachhaltigkeit,,,,,,KI und Nachhaltigkeit; Kognitionswissenschaftler,
Fabian Westerheide,,,,,Fonds,,,,,,Fonds; Beteiligter,
Fabio Schmidberger,,,,,Technologie,,,,,,Technologie; CEO und Geschäftsführer,
Fei-Fei Li,,,,,Academia,,,,,,"Academia; Sequoia Professor of Computer Science & Co-Director, HAI",
Florian Seiter,,,,,Legal,,,,,,Legal; 0,
Frank Eilers,,,,,Medien,,,,,,Medien; Moderator,
Fredrik Bergenlid,,,,,Invetment,,,,,,Invetment; Partner & CTO,
Gabriel Matuschka,,,,,Invetment,,,,,,Invetment; Partner,
Gabriel Rackl,,,,,Legal,,,,,,Legal; 0,
Gary Vaynerchuck,,,,,Special Event,,,,,,Special Event; Special Guest,
Gerhard Brewka,,,,,Akademisch,,,,,,Akademisch; Wissensrepräsentation und Schlussfolgern,
Gilad Shainer,,,,,Tech,,,,,,Tech; Senior Vice President Networking,
Gitta Kutyniok,,,,,Forschung,,,,,,"Forschung; Professorin für Mathematik, Informatik und Statistik",
Gregor Schmalzried,,,,,Digitale Medien,,,,,,"Digitale Medien; Netzjournalist, Podcaster",
Hannah Stein,,,,,Wissenschaft / KI und Quantensimulation,,,,,,Wissenschaft / KI und Quantensimulation; Wissenschaftliche Mitarbeiterin,
Harsh Singh,,,,,AI Branding,,,,,,AI Branding; LinkedIn Branding für KI-Leader,
Hauke Hansen,,,,,Fonds,,,,,,Fonds; Beteiligter,
Hendrik Haverkamp,,,,,Bildung,,,,,,Bildung; Digital Coordinator,
Hendrik Reese,,,,,KI und Unternehmensberatung,,,,,,KI und Unternehmensberatung; Partner,
Hermann Waldhauser,,,,,Legal,,,,,,Legal; Doctor/Legal Professional,
Hicham Samma,,,,,,,,,,,Senior People & Culture Specialist,
Hilary Lamb,,,,,Journalismus / Beratung,,,,,,"Journalismus / Beratung; Beraterin, Wissenschafts- und Technologiejournalistin",
Hoa Le van Lessen,,,,,Strategie,,,,,,Strategie; Lead CX und Strategy,
Horst Bischof,,,,,Wissenschaft,,,,,,Wissenschaft; Rektor und Vorsitzender des KI-Beirats,
Ian Buck,,,,,Tech,,,,,,Tech; Vice President of Hyperscale and HPC,
Igor Babuschkin,,,,,Tech,,,,,,Tech; Co-Founder,
Ilka-Maria Sühling,,,,,,,,,,,0,
Illia Polosukhin,,,,,Tech,,,,,,Tech; Co-Founder,
Imke Bewersdorf,,,,,Technologie,,,,,,Technologie; Product Owner and CX Consultant,
Ingo Hoffmann,,,,,Fonds,,,,,,Fonds; Beteiligter,
Isabelle Biallaß,,,,,Legal,,,,,,Legal; 0,
Iwan Lappo-Danilewski,,,,,Technologie,,,,,,Technologie; Geschäftsführer,
Jörg H. Siekmann,,,,,Akademisch,,,,,,Akademisch; Wissensrepräsentation und Schlussfolgern,
Jürgen Pfrommer,,,,,Akademisch,,,,,,"Akademisch; Lehrender, KI-Forscher",
Jürgen Schnitzmeier,,,,,KI und Digitalisierung,,,,,,KI und Digitalisierung; Geschäftsführer,
Jürgen Seitz,,,,,Akademisch,,,,,,"Akademisch; Professor, KI-Forscher",
Jakob Uszkoreit,,,,,Tech,,,,,,Tech; Co-Founder and Chief Executive Officer,
Jan Bungert,,,,,IT & KI,,,,,,IT & KI; Vortragender bei Fachkonferenz,
Janet Zentel,,,,,Autorin; Coach; Unternehmerin,,,,,,Autorin; Coach; Unternehmerin; ki-frauenpower.de,
Jannik Seger,,,,,,,,,,,Head of AI Operating Model,
Jannis Doppmeier,,,,,Automatisierungstechnik,,,,,,Automatisierungstechnik; Produktmanager TwinCAT,
Javaan Chahl,,,,,KI und Medizin,,,,,,"KI und Medizin; Co-Autor, Forscher",
Jennifer Moore-Braun,,,,,Corporate Communication,,,,,,"Corporate Communication; Transformation Office, Corporate Communications and Government Relations",
Jens Röttgering,,,,,KI-gestützte Objekterkennung,,,,,,KI-gestützte Objekterkennung; Inhaber und Vorsitzender des Verwaltungsrates,
Jerry Yue,,,,,,,,,,,,
Jim Keller,,,,,Technologie,,,,,,Technologie; CEO und Chipdesigner,
Joachim Köhler,,,,,Akademisch,,,,,,Akademisch; Exekutivdirektor,
Joelle Pineau,,,,,Tech,,,,,,Tech; VP of AI Research,
Johanna Farnhammer,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Johannes Keller,,,,,,,,,,,Director of Individual Solutions,
Johannes Sommer,,,,,KI-Spezialist,,,,,,KI-Spezialist; CEO,
John Lange,,,,,Fonds,,,,,,Fonds; Beteiligter,
John Thomson,,,,,,,,,,,Head of Capabilities,
Jonas Andrulis,,,,,KI-Start-up,,,,,,KI-Start-up; CEO,
Jonas Templestein,,,,,,,,,,,"AI, Software Development",
Jonas von Dall’Armi,,,,,,,,,,,0,
Joshua Bolte,,,,,Podcast,,,,,,Podcast; KI-Experte,
Juan Señor,,,,,Medienberatung,,,,,,Medienberatung; Vorsitzender,
Julia Hörner,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Julia Mayer,,,,,Wissenschaft,,,,,,Wissenschaft; Forscherin,
Juliane Haspel,,,,,,,,,,,Senior People & Culture Specialist,
K. Semmelmann,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Kanjun Qiu,,,,,Tech,,,,,,Tech; CEO and Co-Founder,
Kari Briski,,,,,Tech,,,,,,Tech; Vice President Generative AI Software Product Management,
Karl Moritz Hermann,,,,,Invetment,,,,,,Invetment; CEO,
Katharina Zweig,,,,,Akademisch,,,,,,Akademisch; Professorin,
Katherine Kitur,,,,,Legal,,,,,,Legal; 0,
Kathi Vidal,,,,,Gov,,,,,,Gov; Under Secretary of Commerce for Intellectual Property and Director,
Katie Atkinson,,,,,Akademiker,,,,,,"Akademiker; Professor, researcher in AI and legal informatics",
Katie King,,,,,Beraterin,,,,,,"Beraterin; Keynote Speakerin, Beraterin, Task Force Mitglied",
Kay Firth-Butterfield,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Kilian Ehrhardt,,,,,Technologie,,,,,,Technologie; Lead Frontend Software Engineer,
Kim Komando,,,,,Unterhaltungselektronik; Sicherheit; Technologie,,,,,,Unterhaltungselektronik; Sicherheit; Technologie; Radiomoderatorin,
Kim M. Scheurenbrand,,,,,Selbstständig,,,,,,Selbstständig; Keine spezifische Rolle genannt,
Kristian Kersting,,,,,Akademisch,,,,,,Akademisch; Professor für maschinelles Lernen,
Larissa Holzki,,,,,KI-Spezial,,,,,,KI-Spezial; KI-Teamleiterin,
Lars Wolff,,,,,Nicht verfügbar,,,,,,Nicht verfügbar; Keine spezifische Rolle genannt,
Laszlo Friedmann,,,,,Akademisch,,,,,,Akademisch; KI-Forscher,
Laure Zanna,,,,,Academia,,,,,,Academia; Professor of Mathematics & Atmosphere/Ocean Science,
Leonid Sokolov,,,,,Technologie,,,,,,Technologie; Senior Voice User Interface Engineer,
Llion Jones,,,,,Tech,,,,,,Tech; Co-Founder and Chief Technology Officer,
Lorena Göritz,,,,,Wissenschaft,,,,,,Wissenschaft; Teamleiterin und Forscherin,
Lorenz Kupfer,,,,,,,,,,,,
Ludwig Ensthaler,,,,,VC,,,,,,VC; Investor,
Luisa Lorenz,,,,,Legal,,,,,,Legal; 0,
Lukas Hüttis,,,,,KI Anwendung,,,,,,KI Anwendung; Speaker,
Lukas Scheuring,,,,,Mobilität,,,,,,Mobilität; Keine spezifische Rolle genannt,
Lukas Schießer,,,,,KI und Nachhaltigkeit,,,,,,KI und Nachhaltigkeit; Kognitionswissenschaftler,
Lukas Stappen,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Lukasz Kaiser,,,,,Tech,,,,,,Tech; Member of Technical Staff,
Maik Lange,,,,,IT & KI,,,,,,IT & KI; Vortragender bei Fachkonferenz,
Maike Scholz,,,,,,,,,,,0,
Marc Forstmann,,,,,CEO,,,,,,CEO,
Marc Maisch,,,,,Legal,,,,,,Legal; Doctor/Legal Professional,
Marc Raibert,,,,,Research,,,,,,Research; Executive Director,
Marco Di Filippo,,,,,IT & KI,,,,,,IT & KI; Vortragender bei Fachkonferenz,
Mareike Gehrmann,,,,,,,,,,,Rechtsanwalt und Steuerberater,
Marie Brayer,,,,,Invetment,,,,,,Invetment; Partner,
Marie Slowioczek,,,,,,,,,,,0,
Markus Fallenböck,,,,,Wissenschaft,,,,,,Wissenschaft; Vizerektor für Personal und Digitalisierung,
Markus Habermehl,,,,,KI Anwendung,,,,,,KI Anwendung; Speaker,
Martin Agethen,,,,,,,,,,,0,
Martin Giesswein,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Martin Lass,,,,,Management,,,,,,Management; Kaufmännischer Leiter,
Martin Schmidt-Kessel,,,,,Legal,,,,,,Legal; Professor,
Martina Ritzer,,,,,IT & KI,,,,,,IT & KI; Vortragende bei Fachkonferenz,
Masahiro Ogawa,,,,,Tech,,,,,,"Tech; Representative Director, President",
Matt Wichrowski,,,,,Invetment,,,,,,Invetment; Partner,
Matze Brandmüller,,,,,KI Anwendung,,,,,,KI Anwendung; Speaker,
Max Frederick Gerken,,,,,Technologie,,,,,,Technologie; CEO,
Max Seiter,,,,,Marketing,,,,,,Marketing; IT Solutions Manager,
Maximilian Schneider,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Maximilian Vogel,,,,,Technologie,,,,,,Technologie; Co-Founder und Visionär,
Melvin Schwarz,,,,,Startup,,,,,,Startup; Mitgründer,
Michael Connor,,,,,Technologie,,,,,,Technologie; Generative AI Product Development,
Michael Kirsch,,,,,Kundenservice,,,,,,Kundenservice; Teamlead Kundensupport,
Michael Klimke,,,,,,,,,,,Geschäftsführer,
Michael Mohr,,,,,,,,,,,,
Mina Saidze,,,,,Daten- und KI-Expertin; Diversität im Tech-Sektor; KI-Ethik,,,,,,"Daten- und KI-Expertin; Diversität im Tech-Sektor; KI-Ethik; Gründerin, Data & AI Lead, Autorin",
Mirjam Hecking,,,,,Nachrichten/Redaktion,,,,,,Nachrichten/Redaktion; Themenredakteurin,
Mona Riemenschneider,,,,,Corporate Communication,,,,,,"Corporate Communication; GenAI und Online Communications Manager, Agricultural Solutions",
Monish Darda,,,,,Technologie,,,,,,Technologie; CTO und Mitgründer,
Moritz Gielen,,,,,Recht,,,,,,Recht; Rechtsanwalt,
Murray Newlands,,,,,Eventplanung,,,,,,Eventplanung; Event-Organisator und Moderator,
Myriam Warzecha,,,,,,,,,,,Senior People & Culture Specialist,
Nathan Benaich,,,,,VC,,,,,,VC; Investor,
Nicolas Blum,,,,,,,,,,,Head of AI Engineering Team,
Nicolas Chapados,,,,,Tech,,,,,,Tech; Vice President of Research,
Nicole Büttner-Thiel,,,,,Tech entrepreneur; investor; supervisory board member,,,,,,Tech entrepreneur; investor; supervisory board member; Founder & CEO,
Niki Parmar,,,,,Tech,,,,,,Tech; Co-Founder,
Noam Shazeer,,,,,Tech,,,,,,Tech; Chief Executive Officer and Co-Founder,
Ole Reißmann,,,,,Medien,,,,,,Medien; KI-Chef,
Olexandr Isayev,,,,,Academia,,,,,,Academia; Associate Professor,
Oliver Claas,,,,,Kommunikation / PR,,,,,,Kommunikation / PR; Leitender Redakteur für strategischen Content und Pressesprecher,
Oliver Fairhurst,,,,,Rechtsanwalt,,,,,,Rechtsanwalt; Partner,
Oliver Leisse,,,,,Forscher,,,,,,Forscher; Zukunftsforscher,
Oliver Nickel,,,,,Technologiejournalismus,,,,,,Technologiejournalismus; Redakteur,
Oliver Schoppe,,,,,VC,,,,,,VC; Investor,
Otthein Herzog,,,,,Akademisch,,,,,,Akademisch; Multiagentensysteme/Bildverstehen/Anwendungen,
Pascal Pöhler,,,,,Mittelstand,,,,,,Mittelstand; Keine spezifische Rolle genannt,
Paul Marold,,,,,Robotik,,,,,,Robotik; Head of Robot Engineering,
Percy Liang,,,,,Academia,,,,,,Academia; Associate Professor & Director of CRFM,
Peter Buxmann,,,,,Akademisch,,,,,,Akademisch; Universitätsprofessor für Wirtschaftsinformatik,
Peter Lee,,,,,Tech,,,,,,Tech; President,
Peter Sarlin,,,,,KI-Technologie,,,,,,KI-Technologie; CEO & Mitbegründer,
Peter Zellinger,,,,,Medien,,,,,,Medien; Redakteur,
Petra Vorsteher,,,,,Fonds,,,,,,Fonds; Beteiligte,
Philipp Gollmer,,,,,Medien,,,,,,Medien; Newsjournalist,
Philipp Hühne,,,,,Unternehmensberatung,,,,,,Unternehmensberatung; Digital Communication Specialist,
Philipp Knobelspies,,,,,Keine spezifische Rolle,,,,,,Keine spezifische Rolle; Keine spezifische Rolle genannt,
Phoebe Connelly,,,,,Medien,,,,,,Medien; Senior Editor für AI Strategy und Innovation,
Prem Natarajan,,,,,Finance,,,,,,"Finance; Executive Vice President, Chief Scientist and Head of Enterprise AI",
Priscilla Chan,,,,,Non-Profit,,,,,,Non-Profit; Co-Founder and co-CEO,
Prof. Dr. Björn Ommer,Prof. Dr.,,,,Akademiker,,,,,,Akademiker; Head of Computer Vision & Learning Group,
Prof. Dr. Christoph Bauer,Prof. Dr.,,,,,,,,,,0,
Prof. Dr. Gerard de Melo,Prof. Dr.,,,,Universität,,,,,,Universität; Professor,
Prof. Dr. Hans Uszkoreit,Prof. Dr.,,,,Forscher,,,,,,Forscher; CSO und Wissenschaftlicher Direktor,
Prof. Dr. Ingo Timm,Prof. Dr.,,,,Akademisch,,,,,,Akademisch; Vorsitzender der #KI50-Jury,
Prof. Dr. Jürgen Schmidhuber,Prof. Dr.,,,,Forscher; Kultfigur,,,,,,"Forscher; Kultfigur; Director, Co-Founder & Chief Scientist, Scientific Director",
Prof. Dr. Kevin Warwick,Prof. Dr.,,,,Forscher; Kultfigur,,,,,,Forscher; Kultfigur; Professor für Kybernetik,
Prof. Dr. Kristian Kersting,Prof. Dr.,,,,Forschung in Künstlicher Intelligenz,,,,,,Forschung in Künstlicher Intelligenz; Leiter des Forschungsbereichs Grundlagen der Systemischen KI,
Prof. Dr. Marco Huber,Prof. Dr.,,,,Forscher,,,,,,Forscher; Professor für kognitive Produktionssysteme,
Prof. Dr. Michael Huth,Prof. Dr.,,,,Universität,,,,,,Universität; Professor für Künstliche Intelligenz,
Prof. Dr. Peter Sarlin,Prof. Dr.,,,,Zukunftsforscher,,,,,,Zukunftsforscher; CEO & Mitbegründer,
Prof. Dr. Rolf Schwartmann,Prof. Dr.,,,,Datenschutzexperte,,,,,,Datenschutzexperte; Leiter der Forschungsstelle für Medienrecht,
Prof. Dr. Sabina Jeschke,Prof. Dr.,,,,Forscherin; Unternehmenssprecherin,,,,,,"Forscherin; Unternehmenssprecherin; CEO, CIO",
Prof. Dr. Sepp Hochreiter,Prof. Dr.,,,,Akademisch,,,,,,Akademisch; Professor,
Prof. Dr. Stefanie Jegelka,Prof. Dr.,,,,Visitenkarte in TUMonline,,,,,,"Visitenkarte in TUMonline; Foundations of Deep Neural Networks, Algorithmic Machine Learning",
Prof. Dr. Tobias Keber,Prof. Dr.,,,,Datenschutzexperte,,,,,,Datenschutzexperte; Landesbeauftragter für Datenschutz,
Prof. Dr. Tobias Kollmann,Prof. Dr.,,,,Akademisch,,,,,,"Akademisch; Hochschulprofessor, Experte, Business Angel, Autor",
Prof. Markus Lienkamp,Prof.,,,,Tel: +49 89 289 15353; Email: sekretariat.ftm@ed.tum.de,,,,,,Tel: +49 89 289 15353; Email: sekretariat.ftm@ed.tum.de; Autonomous Driving,
Prof. Peter Buxmann,Prof.,,,,Akademisch,,,,,,"Akademisch; Universitätsprofessor für Wirtschaftsinformatik, Mitgründer von zwei Unternehmen, Host des FAZ-Podcasts „Künstliche Intelligenz“",
Prof. Robin Hanson,Prof.,,,,Forscher,,,,,,Forscher; Associate Professor für Wirtschaft,
Prof. Teemu Roos,Prof.,,,,Forscher; Zukunftsforscher,,,,,,Forscher; Zukunftsforscher; Leiter der AI-Bildung,
Prof. Wolfgang Maass,Prof.,,,,Wissenschaft / KI und Quantensimulation,,,,,,Wissenschaft / KI und Quantensimulation; Professor / Forschungsprojektleiter,
Prof. Dr. Maria Schmidt,Prof. Dr.,,,,Deep Learning; Neural Networks; Transformer Architekturen,,,,,,Deep Learning; Neural Networks; AI Ethics; Transformer Models; Computer Vision; Machine Learning,
Professor Wolfgang Maaß,,,,,Wissenschaft,,,,,,Wissenschaft; Professor,
Rachel Thomas,,,,,Nicht verfügbar,,,,,,Nicht verfügbar; Keine spezifische Rolle genannt,
Rade Milinkovic,,,,,,,,,,,Director of Finance,
Ragnar Kruse,,,,,Fonds,,,,,,Fonds; Partner und Gründer,
Ralf Herbrich,,,,,KI und Nachhaltigkeit,,,,,,KI und Nachhaltigkeit; Geschäftsführer,
Raquel Urtasun,,,,,Tech,,,,,,Tech; Founder and CEO,
Rebeca-Sophia Scheu,,,,,Legal,,,,,,Legal; 0,
René Schneider,,,,,,,,,,,0,
Richard Gutjahr,,,,,Persönlichkeit,,,,,,"Persönlichkeit; Blogger, Digitalexperte, Influencer, Moderator, Autor, Karikaturist",
Richard Socher,,,,,Künstliche Intelligenz; Suchmaschine,,,,,,"Künstliche Intelligenz; Suchmaschine; Gründer, KI-Experte",
Richard Susskind,,,,,Experte,,,,,,"Experte; Author, speaker on the future of legal professions",
Robert Faußner,,,,,Legal,,,,,,Legal; 0,
Robert J. Schiermeier,,,,,KI und Workflow-Management,,,,,,KI und Workflow-Management; CEO,
Rodion (Rodja) Trappe,,,,,Handwerk,,,,,,Handwerk; Geschäftsführer,
Rodolphe Katra,,,,,MedTech,,,,,,MedTech; Vice President of Artificial Intelligence,
Roméo Walter,,,,,Invetment,,,,,,Invetment; Associate,
Ruppert Bodmeier,,,,,Disruptive Innovation,,,,,,Disruptive Innovation; Gründer und Geschäftsführer,
Sébastien Bubeck,,,,,Tech,,,,,,Tech; Vice President,
Sabina Jeschke,,,,,KI-Start-up,,,,,,KI-Start-up; Vorstandvorsitzende,
Sabry Tozin,,,,,Tech,,,,,,Tech; VP of Engineering,
Sally Hughes,,,,,Rechtsanwalt,,,,,,Rechtsanwalt; Senior Associate,
Samantha Warren,,,,,,,,,,,Head of Marketing & Communications,
Sascha Pallenberg,,,,,Technologieblogging / Nachhaltigkeit,,,,,,Technologieblogging / Nachhaltigkeit; Head of Digital Transformation / Chief Awareness Officer,
Sebastian Deubelli,,,,,Rechtsanwalt,,,,,,"Rechtsanwalt; Partner, Fachanwalt für Urheber- und Medienrecht",
Sebastian Matthes,,,,,KI-Spezial,,,,,,KI-Spezial; Chefredakteur,
Seemantini Godbole,,,,,Retail,,,,,,"Retail; Executive Vice President, Chief Digital and Information Officer",
Shengyuan Su,,,,,Software Development,,,,,,Software Development; Sustainability Director,
Simon Blake,,,,,Innovationsberatung,,,,,,Innovationsberatung; Geschäftsführer,
Simon Graff,,,,,Technologiebildung und Innovation,,,,,,Technologiebildung und Innovation; Emerging Tech Educator / Founder / President,
Simon Heetkamp,,,,,Legal,,,,,,Legal; Professor,
Sladjana Schmidt,,,,,,,,,,,Head of Partner Interaction,
Stefan Beier,,,,,KI Anwendung,,,,,,KI Anwendung; Speaker,
Stefan Muff,,,,,Technologie,,,,,,Technologie; CEO,
Stefan Wrobel,,,,,Akademisch,,,,,,Akademisch; Maschinelles Lernen,
Stefanie Bauer,,,,,,,,,,,0,
Stephan Scheuer,,,,,KI-Spezial,,,,,,KI-Spezial; Silicon-Valley-Korrespondent,
Steven Tran,,,,,Invetment,,,,,,Invetment; Operating Partner,
Susanne Biundo-Stephan,,,,,Akademisch,,,,,,Akademisch; Planen,
Suvrit Sra,,,,,Tel: +49 228 833-144; Email: presse[at]avh.de,,,,,,Tel: +49 228 833-144; Email: presse[at]avh.de; Resource Aware Machine Learning,
Sydne-Aline Strasser,,,,,,,,,,,EMEA Data und KI-Spezialistin,
Tamay Besiroglu,,,,,Research,,,,,,Research; Associate Director,
Tanja Schneeberger,,,,,Wissenschaft,,,,,,"Wissenschaft; Forscherin in der Gruppe ""Affective Computing""",
